NA      | 103.29.63.253    | NA                  | LK | apnic    | 2011-05-17 | NA
680     | 134.91.78.146    | 134.91.0.0/16       | DE | ripencc  |            | DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,DE
680     | 137.193.69.236   | 137.193.0.0/16      | DE | ripencc  |            | DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,DE
680     | 139.18.11.1      | 139.18.0.0/15       | DE | ripencc  |            | DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,DE
680     | 141.22.28.253    | 141.22.0.0/16       | DE | ripencc  |            | DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,DE
680     | 141.64.156.10    | 141.64.0.0/15       | DE | ripencc  |            | DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,DE
680     | 141.82.79.79     | 141.82.0.0/16       | DE | ripencc  |            | DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,DE
680     | 141.89.226.52    | 141.89.0.0/16       | DE | ripencc  |            | DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,DE
680     | 192.44.82.20     | 192.44.82.0/23      | DE | ripencc  |            | DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,DE
680     | 193.174.241.228  | 193.174.0.0/15      | DE | ripencc  |            | DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,DE
680     | 193.174.247.95   | 193.174.0.0/15      | DE | ripencc  |            | DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,DE
680     | 193.174.25.235   | 193.174.0.0/15      | DE | ripencc  |            | DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,DE
680     | 193.174.29.190   | 193.174.0.0/15      | DE | ripencc  |            | DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,DE
680     | 194.94.104.251   | 194.94.0.0/15       | DE | ripencc  |            | DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,DE
680     | 194.94.127.7     | 194.94.0.0/15       | DE | ripencc  |            | DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,DE
680     | 194.94.208.20    | 194.94.0.0/15       | DE | ripencc  |            | DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,DE
680     | 195.37.120.23    | 195.37.0.0/16       | DE | ripencc  |            | DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,DE
680     | 212.201.131.75   | 212.201.0.0/16      | DE | ripencc  | 2000-08-08 | DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,DE
680     | 212.201.139.75   | 212.201.0.0/16      | DE | ripencc  | 2000-08-08 | DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,DE
680     | 212.201.44.246   | 212.201.0.0/16      | DE | ripencc  | 2000-08-08 | DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,DE
680     | 212.201.44.85    | 212.201.0.0/16      | DE | ripencc  | 2000-08-08 | DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,DE
681     | 130.217.250.98   | 130.217.128.0/17    | NZ | apnic    |            | ERX-KAWAIHIKO-1 The University of Waikato,NZ
701     | 100.0.43.133     | 100.0.0.0/16        | US | arin     | 2010-12-28 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 100.13.65.155    | 100.13.0.0/16       | US | arin     | 2010-12-28 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 100.2.175.221    | 100.2.0.0/16        | US | arin     | 2010-12-28 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 100.38.3.114     | 100.38.0.0/16       | US | arin     | 2010-12-28 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 100.6.128.197    | 100.6.0.0/16        | US | arin     | 2010-12-28 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 100.8.233.23     | 100.8.0.0/16        | US | arin     | 2010-12-28 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 108.13.227.125   | 108.13.0.0/16       | US | arin     | 2009-06-05 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 108.14.252.191   | 108.14.0.0/16       | US | arin     | 2009-06-05 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 108.19.185.53    | 108.19.0.0/16       | US | arin     | 2009-06-05 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 108.21.71.213    | 108.21.0.0/16       | US | arin     | 2009-06-05 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 108.26.190.38    | 108.26.128.0/17     | US | arin     | 2009-06-05 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 108.28.31.59     | 108.28.0.0/16       | US | arin     | 2009-06-05 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 108.36.75.204    | 108.36.0.0/16       | US | arin     | 2009-06-05 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 108.38.32.46     | 108.38.0.0/16       | US | arin     | 2009-06-05 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 108.41.178.87    | 108.41.0.0/16       | US | arin     | 2009-06-05 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 108.45.32.146    | 108.45.0.0/16       | US | arin     | 2009-06-05 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 108.5.48.68      | 108.5.0.0/16        | US | arin     | 2009-06-05 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 108.51.98.21     | 108.51.0.0/16       | US | arin     | 2009-06-05 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 108.52.190.253   | 108.52.0.0/16       | US | arin     | 2009-06-05 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 108.8.228.149    | 108.8.192.0/18      | US | arin     | 2009-06-05 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 173.48.145.59    | 173.48.0.0/16       | US | arin     | 2008-10-09 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 173.55.143.6     | 173.55.0.0/16       | US | arin     | 2008-10-09 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 173.60.190.110   | 173.60.0.0/16       | US | arin     | 2008-10-09 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 173.66.187.177   | 173.66.0.0/16       | US | arin     | 2008-08-11 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 173.71.220.233   | 173.71.192.0/19     | US | arin     | 2008-08-11 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 173.72.57.171    | 173.72.0.0/17       | US | arin     | 2008-08-11 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 173.73.115.58    | 173.73.0.0/16       | US | arin     | 2008-08-11 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 173.74.144.75    | 173.74.0.0/16       | US | arin     | 2008-08-11 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 173.74.205.228   | 173.74.0.0/16       | US | arin     | 2008-08-11 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 173.76.225.118   | 173.76.0.0/16       | US | arin     | 2008-08-11 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 173.76.227.124   | 173.76.0.0/16       | US | arin     | 2008-08-11 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 173.79.11.131    | 173.79.0.0/16       | US | arin     | 2008-08-11 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 173.79.132.199   | 173.79.0.0/16       | US | arin     | 2008-08-11 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 173.79.137.155   | 173.79.0.0/16       | US | arin     | 2008-08-11 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 63.84.150.1      | 63.80.0.0/12        | US | arin     |            | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 70.106.195.80    | 70.106.192.0/18     | US | arin     | 2004-09-21 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 71.102.40.209    | 71.102.0.0/18       | US | arin     | 2005-01-18 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 71.117.29.61     | 71.117.16.0/20      | US | arin     | 2005-01-18 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 71.121.154.50    | 71.121.128.0/17     | US | arin     | 2005-01-18 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 71.126.158.10    | 71.126.128.0/18     | US | arin     | 2005-01-18 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 71.160.105.5     | 71.160.0.0/16       | US | arin     | 2005-06-01 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 71.168.224.52    | 71.168.128.0/17     | US | arin     | 2005-06-01 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 71.171.92.126    | 71.171.64.0/18      | US | arin     | 2005-06-01 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 71.174.189.138   | 71.174.0.0/16       | US | arin     | 2005-06-01 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 71.174.251.98    | 71.174.0.0/16       | US | arin     | 2005-06-01 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 71.178.199.148   | 71.178.0.0/16       | US | arin     | 2005-06-01 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 71.178.254.158   | 71.178.0.0/16       | US | arin     | 2005-06-01 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 71.178.35.69     | 71.178.0.0/16       | US | arin     | 2005-06-01 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 71.179.141.140   | 71.179.0.0/16       | US | arin     | 2005-06-01 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 71.184.142.120   | 71.184.0.0/16       | US | arin     | 2005-06-01 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 71.244.45.11     | 71.244.0.0/18       | US | arin     | 2004-11-09 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 71.96.207.246    | 71.96.0.0/16        | US | arin     | 2005-01-18 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 72.66.101.198    | 72.66.0.0/17        | US | arin     | 2005-06-24 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 72.66.126.234    | 72.66.0.0/17        | US | arin     | 2005-06-24 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 72.66.87.13      | 72.66.0.0/17        | US | arin     | 2005-06-24 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 72.67.99.172     | 72.67.0.0/16        | US | arin     | 2005-06-24 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 72.70.45.184     | 72.70.0.0/17        | US | arin     | 2005-06-24 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 72.79.10.104     | 72.79.0.0/17        | US | arin     | 2005-06-24 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 72.86.41.184     | 72.86.32.0/19       | US | arin     | 2005-06-24 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 72.91.216.238    | 72.91.0.0/16        | US | arin     | 2005-06-24 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 72.94.254.186    | 72.94.0.0/16        | US | arin     | 2005-06-24 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 74.104.191.187   | 74.104.0.0/16       | US | arin     | 2009-01-26 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 74.104.51.195    | 74.104.0.0/16       | US | arin     | 2009-01-26 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 74.105.19.93     | 74.105.0.0/16       | US | arin     | 2009-01-26 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 74.105.19.93     | 74.105.0.0/16       | US | arin     | 2009-01-26 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 74.105.228.68    | 74.105.0.0/16       | US | arin     | 2009-01-26 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 74.105.39.172    | 74.105.0.0/16       | US | arin     | 2009-01-26 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 74.106.249.162   | 74.106.224.0/19     | US | arin     | 2009-01-26 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 74.108.93.203    | 74.108.0.0/16       | US | arin     | 2009-01-26 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 74.111.24.222    | 74.111.0.0/18       | US | arin     | 2009-01-26 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 96.227.180.140   | 96.227.0.0/16       | US | arin     | 2006-12-29 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 96.231.212.108   | 96.231.0.0/16       | US | arin     | 2006-12-29 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 96.233.98.218    | 96.233.0.0/17       | US | arin     | 2006-12-29 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 96.237.111.39    | 96.237.0.0/16       | US | arin     | 2006-12-29 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 96.241.182.39    | 96.241.0.0/16       | US | arin     | 2006-12-29 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 96.241.209.53    | 96.241.0.0/16       | US | arin     | 2006-12-29 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 96.245.113.39    | 96.245.0.0/16       | US | arin     | 2006-12-29 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 96.250.75.66     | 96.250.0.0/16       | US | arin     | 2006-12-29 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 96.255.161.218   | 96.255.0.0/16       | US | arin     | 2006-12-29 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 96.255.48.226    | 96.255.0.0/16       | US | arin     | 2006-12-29 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 98.116.179.35    | 98.116.0.0/16       | US | arin     | 2008-04-02 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
701     | 98.117.34.107    | 98.117.32.0/19      | US | arin     | 2008-04-02 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
702     | 193.128.96.253   | 193.128.0.0/14      | GB | ripencc  |            | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
702     | 81.201.168.2     | 81.201.160.0/20     | GB | ripencc  | 2002-10-15 | UUNET - MCI Communications Services, Inc. d/b/a Verizon Business,US
715     | 204.61.213.23    | 204.61.208.0/21     | US | arin     |            | WOODYNET-2 - WoodyNet,US
719     | 194.136.154.194  | 194.136.0.0/16      | FI | ripencc  |            | ELISA-AS Elisa Oyj,FI
719     | 194.136.154.240  | 194.136.0.0/16      | FI | ripencc  |            | ELISA-AS Elisa Oyj,FI
719     | 88.112.130.157   | 88.112.0.0/14       | FI | ripencc  | 2005-08-24 | ELISA-AS Elisa Oyj,FI
719     | 88.112.189.226   | 88.112.0.0/14       | FI | ripencc  | 2005-08-24 | ELISA-AS Elisa Oyj,FI
719     | 88.114.140.218   | 88.112.0.0/14       | FI | ripencc  | 2006-07-20 | ELISA-AS Elisa Oyj,FI
719     | 88.115.175.88    | 88.112.0.0/14       | FI | ripencc  | 2006-07-20 | ELISA-AS Elisa Oyj,FI
719     | 91.152.113.248   | 91.152.0.0/13       | FI | ripencc  | 2006-09-06 | ELISA-AS Elisa Oyj,FI
719     | 91.155.191.184   | 91.152.0.0/13       | FI | ripencc  | 2006-09-06 | ELISA-AS Elisa Oyj,FI
719     | 91.158.117.178   | 91.152.0.0/13       | FI | ripencc  | 2006-09-06 | ELISA-AS Elisa Oyj,FI
719     | 91.159.204.240   | 91.152.0.0/13       | FI | ripencc  | 2006-09-06 | ELISA-AS Elisa Oyj,FI
719     | 91.159.65.92     | 91.152.0.0/13       | FI | ripencc  | 2006-09-06 | ELISA-AS Elisa Oyj,FI
766     | 130.206.91.166   | 130.206.0.0/16      | ES | ripencc  |            | REDIRIS Entidad Publica Empresarial Red.es,ES
766     | 147.156.9.141    | 147.156.0.0/16      | ES | ripencc  |            | REDIRIS Entidad Publica Empresarial Red.es,ES
766     | 150.241.128.147  | 150.241.0.0/16      | ES | ripencc  |            | REDIRIS Entidad Publica Empresarial Red.es,ES
